
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000132                       # Number of seconds simulated (Second)
simTicks                                    131799500                       # Number of ticks simulated (Tick)
finalTick                                   131799500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      0.54                       # Real time elapsed on the host (Second)
hostTickRate                                242563415                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2237384                       # Number of bytes of host memory used (Byte)
simInsts                                       155202                       # Number of instructions simulated (Count)
simOps                                         277259                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   285571                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     510153                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                           263600                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.698432                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.588778                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          296755                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      153                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         292478                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     92                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                19643                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             26220                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  81                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              206119                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.418976                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.256909                       # Number of insts issued each cycle (Count)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                       0                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.exAccesses                   21323                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                         0                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.exMisses                        97                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED    131799500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON    131799500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.status::Running               42529     20.63%     20.63% # Number of cycles rename is running (Cycle)
system.cpu.rename.status::Idle                  46200     22.41%     43.05% # Number of cycles rename is idle (Cycle)
system.cpu.rename.status::Squashing               731      0.35%     43.40% # Number of cycles rename is squashing (Cycle)
system.cpu.rename.status::Blocked               81291     39.44%     82.84% # Number of cycles rename is blocking (Cycle)
system.cpu.rename.status::Unblocking            34061     16.52%     99.37% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.status::SerializeStall         1307      0.63%    100.00% # Number of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.renamedInsts                 300251                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                  2258                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                    500                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                     13                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  29753                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands              512036                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                      993096                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                   340529                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                      2283                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps                475763                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                    36264                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      46                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  45                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                     17021                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned                  197888                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                      956                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                           475181                       # The number of ROB reads (Count)
system.cpu.rob.writes                          594382                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                   155202                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                     277259                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                  37429                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    16                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                     26                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                      8                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                        34                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst                    26                       # number of overall hits (Count)
system.l2.overallHits::cpu.data                     8                       # number of overall hits (Count)
system.l2.overallHits::total                       34                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                  727                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data                 1093                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                    1820                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                 727                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data                1093                       # number of overall misses (Count)
system.l2.overallMisses::total                   1820                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst        56040500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data        83140000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total          139180500                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst       56040500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data       83140000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total         139180500                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst                753                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data               1101                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total                  1854                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst               753                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data              1101                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total                 1854                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.965471                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.992734                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.981661                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.965471                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.992734                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.981661                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 77084.594223                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 76065.873742                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    76472.802198                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 77084.594223                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 76065.873742                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   76472.802198                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
